タイムスタンプ,日付,収支,3,金額,ジャンル,支払い方法・移動元,場所,,内容,,移動先・収入先,本当に必要？,カード名,メモ
2022/11/20 22:09:37,2022/11/17,経費使用,,860,経費,経費,,,有料道路往復,,,,,
2022/11/17 08:15:22,2022/11/17,支出,,519,食品,クレジットカード,コンビニ,,朝食,,,必要,NL,
2022/11/26 16:15:47,2022/11/16,移動,,940,交通費(経費),クレジットカード,その他,,花園→鶴ヶ島,,,必要,ETCカード,
2022/11/26 16:15:11,2022/11/16,移動,,940,交通費(経費),クレジットカード,その他,,鶴ヶ島→花園,,,必要,ETCカード,
2022/11/20 22:11:57,2022/11/16,経費使用,,332,経費,経費,,,折りたたみヘッドホン,,,,,
2022/11/20 22:09:09,2022/11/16,経費使用,,860,経費,経費,,,有料道路往復,,,,,
2022/11/16 07:34:55,2022/11/16,支出,,267,食品,クレジットカード,コンビニ,,朝食,,,必要,NL,
2022/11/15 00:13:54,2022/11/15,移動,,614,,現金,,,貯金箱へ,,貯金箱,,,
2022/11/14 22:01:02,2022/11/14,収入,,5000,,,,,マイカー手当,,現金,,,
2022/11/14 17:05:37,2022/11/14,支出,,550,日用品,paypay,その他,,ダイソー,,,必要,,
2022/11/14 16:34:20,2022/11/14,支出,,1390,日用品,クレジットカード,その他,,ビバホーム,,,必要,NL,
2022/11/14 15:33:57,2022/11/14,支出,,5320,車両費,クレジットカード,その他,,ガソリン,,,必要,ENEOSカード,
2022/11/14 15:33:31,2022/11/14,支出,,858,食品,クレジットカード,飲食店,,昼食,,,なくても良い,NL,
2022/11/14 08:24:27,2022/11/14,支出,,2180,サブスク,クレジットカード,ネット,,スマホ,,,必要,デビュープラス,
2022/11/26 16:21:16,2022/11/13,収入,,4000,,,,,PASMOポイント交換,,PASMO,,,
2022/11/14 23:46:40,2022/11/13,移動,,2220,交通費(経費),クレジットカード,その他,,東池袋→鶴ヶ島,,,必要,ETCカード,
2022/11/14 23:46:01,2022/11/13,移動,,470,交通費(経費),クレジットカード,その他,,所沢→練馬,,,必要,ETCカード,
2022/11/13 23:11:31,2022/11/13,支出,,130,食品,クレジットカード,コンビニ,,パン,,,必要,NL,
2022/11/13 07:18:53,2022/11/13,支出,,495,食品,クレジットカード,コンビニ,,朝食,,,必要,NL,
2022/11/14 23:45:44,2022/11/12,移動,,740,交通費(経費),クレジットカード,その他,,和光→所沢,,,必要,ETCカード,
2022/11/14 23:45:10,2022/11/12,移動,,470,交通費(経費),クレジットカード,その他,,所沢→練馬,,,必要,ETCカード,
2022/11/12 07:25:23,2022/11/12,支出,,130,食品,クレジットカード,コンビニ,,アメリカンドッグ,,,なくても良い,NL,
2022/11/14 23:44:46,2022/11/11,移動,,850,交通費(経費),クレジットカード,その他,,練馬→川越,,,必要,ETCカード,
2022/11/14 23:44:26,2022/11/11,移動,,470,交通費(経費),クレジットカード,その他,,所沢→練馬,,,必要,ETCカード,
2022/11/11 21:39:19,2022/11/11,支出,,520,食品,クレジットカード,スーパー・小売,,翌日朝食,,,必要,NL,
2022/11/11 21:25:28,2022/11/11,支出,,671,食品,クレジットカード,飲食店,,夕食,,,必要,NL,
2022/11/11 08:41:04,2022/11/11,支出,,220,食品,クレジットカード,コンビニ,,コーヒー,,,なくても良い,NL,
2022/11/11 08:24:26,2022/11/11,支出,,3278,サブスク,クレジットカード,ネット,,Adobe CC,,,必要,デビュープラス,
2022/11/11 06:15:55,2022/11/11,支出,,386,食品,クレジットカード,コンビニ,,朝食,,,必要,NL,
2022/11/20 22:13:23,2022/11/10,経費使用,,7043,経費,経費,,,圧着端子など,,,,,
2022/11/10 12:50:52,2022/11/10,支出,,110,食品,クレジットカード,コンビニ,,コーヒー,,,なくても良い,NL,
2022/11/10 12:09:27,2022/11/10,支出,,765,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/11/09 21:00:30,2022/11/09,支出,,789,美容費,クレジットカード,その他,,ハンドクリーム,,,必要,NL,
2022/11/09 07:55:33,2022/11/09,支出,,669,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/11/08 19:19:52,2022/11/08,移動,,148000,,現金,,,預け入れ,,ゆうちょ,,,
2022/11/08 19:19:09,2022/11/08,支出,,269,食品,paypay,スーパー・小売,,おやつ,,,なくても良い,,
2022/11/08 13:21:56,2022/11/08,支出,,759,食品,クレジットカード,飲食店,,昼食,,,なくても良い,NL,
2022/11/25 23:09:39,2022/11/07,支出,,121540,車両費,クレジットカード,ネット,,自動車保険1年分,,,必要,デビュープラス,
2022/11/26 16:29:54,2022/11/06,移動,,947,交通費(経費),PASMO,その他,,ふじみ野→南大沢,,,必要,,
2022/11/06 20:52:55,2022/11/06,支出,,0,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/11/06 20:51:29,2022/11/06,支出,,70,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/11/06 20:19:58,2022/11/06,移動,,5000,,ゆうちょ,,,paypayチャージ,,paypay,,,
2022/11/06 20:17:59,2022/11/06,支出,,840,食品,paypay,飲食店,,夕食,,,なくても良い,,
2022/11/06 12:31:28,2022/11/06,支出,,717,食品,クレジットカード,スーパー・小売,,昼食,,,必要,NL,
2022/11/05 20:32:01,2022/11/05,経費使用,,1400,経費,経費,その他,,駐車場,,,,,
2022/11/04 23:26:43,2022/11/04,収入,,6563,,,,,2022年10月分交通費,,現金,,,
2022/11/04 23:26:25,2022/11/04,収入,,142822,,,,,2022年10月分給料_SP,,現金,,,
2022/11/04 21:44:17,2022/11/04,移動,,498,交通費(経費),PASMO,その他,,ふじみ野市 大宮,,,必要,,
2022/11/04 21:43:34,2022/11/04,移動,,168,交通費(経費),PASMO,その他,,志木 ふじみ野,,,必要,,
2022/11/04 12:27:08,2022/11/04,収入,,150,,,,,パン代,,現金,,,
2022/11/04 09:44:59,2022/11/04,支出,,90,交通費,PASMO,ネット,,駐輪場,,,必要,,
2022/11/03 20:53:27,2022/11/03,支出,,838,交通費,PASMO,その他,,ふじみ野→大宮,,,必要,,
2022/11/03 18:56:32,2022/11/03,支出,,2000,食品,クレジットカード,コンビニ,,おみやげ,,,必要,NL,
2022/11/03 12:06:51,2022/11/03,経費使用,,724,経費,経費,,,電池,,,,,
2022/11/03 08:57:10,2022/11/03,支出,,180,交通費,PASMO,ネット,,駐輪場,,,必要,,
2022/11/26 16:31:35,2022/11/02,支出,,419,交通費,PASMO,その他,,ふじみ野→大宮,,,必要,,
2022/11/02 14:29:53,2022/11/02,支出,,579,食品,クレジットカード,コンビニ,,おやつ,,,必要,NL,
2022/11/02 12:20:14,2022/11/02,支出,,759,食品,クレジットカード,飲食店,,昼食,,,必要,NL,
2022/11/01 18:15:35,2022/11/01,経費使用,,84,経費,経費,,,武蔵野学院大請求書送り,,,,,
2022/11/01 18:03:04,2022/11/01,支出,,4688,車両費,クレジットカード,その他,,ワイパーなど,,,必要,NL,
2022/11/01 16:40:31,2022/11/01,支出,,269,食品,paypay,飲食店,,おやつ,,,なくても良い,,
2022/11/01 15:46:04,2022/11/01,支出,,2000,車両費,クレジットカード,その他,,洗車,,,なくても良い,ENEOSカード,
2022/11/01 15:14:47,2022/11/01,支出,,1190,食品,クレジットカード,飲食店,,昼食,,,なくても良い,NL,
2022/11/01 11:07:44,2022/11/01,支出,,15226,被服費,クレジットカード,ネット,,リュックサック,,,必要,デビュープラス,
2022/11/01 18:44:57,2022/10/31,移動,,662,,PASMO,,,PASMO調整,,,,,
2022/11/01 18:40:08,2022/10/31,移動,,135,,,,,paypay調整,,paypay,,,
2022/10/31 20:32:43,2022/10/31,移動,,1740,交通費(経費),クレジットカード,その他,,跡見往復,,,必要,ETCカード,
2022/10/31 19:46:59,2022/10/31,支出,,1220,食品,クレジットカード,飲食店,,夕食,,,なくても良い,NL,
2022/10/31 11:23:46,2022/10/31,支出,,228,食品,クレジットカード,コンビニ,,朝ゴハン,,,なくても良い,NL,
2022/11/01 18:18:22,2022/10/30,支出,,260,食品,現金,スーパー・小売,,パン,,,なくても良い,,
2022/10/29 07:40:33,2022/10/29,支出,,85,食品,クレジットカード,スーパー・小売,,キレートレモン,,,必要,NL,
2022/10/29 07:42:08,2022/10/28,支出,,1426,医療費,クレジットカード,その他,,湿布,,,必要,NL,
2022/11/01 18:14:51,2022/10/27,経費追加,,30000,,,,,経費追加,,経費,,,
2022/11/01 18:06:47,2022/10/27,移動,,10000,,ゆうちょ,,,paypayカード支払い,,,,,
2022/10/31 20:33:36,2022/10/27,移動,,820,交通費(経費),クレジットカード,その他,,跡見→坂戸,,,必要,ETCカード,
2022/10/27 23:41:52,2022/10/27,支出,,710,食品,クレジットカード,飲食店,,マック,,,なくても良い,NL,
2022/10/27 23:31:24,2022/10/27,支出,,5302,車両費,クレジットカード,その他,,ガソリン,,,必要,NL,
2022/10/27 22:58:13,2022/10/27,移動,,1199,,楽天銀行,,,楽天カード支払い,,,,,
2022/10/27 08:24:27,2022/10/27,支出,,8030,車両費,ゆうちょ,その他,,駐車場,,,必要,,
2022/10/27 07:41:24,2022/10/27,支出,,130,食品,クレジットカード,コンビニ,,あんまん,,,なくても良い,NL,
2022/11/01 18:06:23,2022/10/26,移動,,12664,,ゆうちょ,,,NL支払い,,,,,
2022/11/01 18:06:01,2022/10/26,移動,,38660,,ゆうちょ,,,デビュープラス支払い,,,,,
2022/10/26 08:24:28,2022/10/26,支出,,250,サブスク,クレジットカード,ネット,,amazon Prime,,,必要,デビュープラス,
2022/10/26 07:02:30,2022/10/26,支出,,6765,日用品,クレジットカード,ネット,,コンタクトレンズ90枚,,,必要,デビュープラス,
2022/10/25 23:35:50,2022/10/25,支出,,272,食品,クレジットカード,コンビニ,,キレートレモン,,,必要,NL,
2022/10/25 23:35:03,2022/10/25,支出,,436,食品,クレジットカード,コンビニ,,夕食,,,必要,NL,
2022/10/24 11:01:58,2022/10/24,支出,,9680,趣味・娯楽,クレジットカード,ネット,,CODMW2,,,なくても良い,デビュープラス,
2022/10/23 21:57:43,2022/10/23,支出,,998,食品,クレジットカード,飲食店,,からやま,,,なくても良い,NL,
2022/10/23 05:35:01,2022/10/23,支出,,585,食品,クレジットカード,コンビニ,,朝食,,,必要,NL,
2022/11/01 18:07:44,2022/10/21,収入,,750,,,,,ミヂカ返金,,ゆうちょ,,,
2022/10/20 20:52:26,2022/10/20,支出,,1170,食品,クレジットカード,飲食店,,夕食,,,必要,NL,
2022/10/19 22:18:57,2022/10/19,支出,,610,趣味・娯楽,クレジットカード,ネット,,空月の祝福,,,なくても良い,デビュープラス,
2022/10/19 22:17:36,2022/10/19,支出,,1220,趣味・娯楽,クレジットカード,ネット,,天空紀行,,,なくても良い,デビュープラス,
2022/10/19 17:49:19,2022/10/19,支出,,4480,PC・スマホ関連,クレジットカード,ネット,,SMARTCOBYProCABLE,,,なくても良い,デビュープラス,
2022/10/19 16:15:51,2022/10/19,支出,,600,車両費,現金,その他,,洗車,,,必要,,
2022/10/19 15:08:05,2022/10/19,支出,,220,日用品,paypay,その他,,ダイソー,,,必要,,
2022/10/19 14:58:29,2022/10/19,支出,,4193,日用品,クレジットカード,その他,,島忠,,,必要,NL,
2022/10/19 14:35:06,2022/10/19,支出,,858,食品,クレジットカード,飲食店,,昼食,,,必要,NL,
2022/10/19 08:24:27,2022/10/19,支出,,647,サブスク,クレジットカード,ネット,,Youtube Premium,,,なくても良い,デビュープラス,
2022/10/18 22:08:05,2022/10/18,支出,,60165,FX,ゆうちょ,ネット,,FX口座へ,,,なくても良い,,
2022/10/18 21:14:28,2022/10/18,支出,,5500,美容費,クレジットカード,その他,,美容室,,,必要,NL,
2022/10/18 14:38:48,2022/10/18,支出,,3380,道具類,クレジットカード,ネット,,テスター,,,必要,デビュープラス,
2022/11/01 18:39:08,2022/10/17,支出,,400,食品,paypay,飲食店,,マック,,,必要,,
2022/10/31 20:35:07,2022/10/17,移動,,534,交通費(経費),PASMO,その他,,ふじみ野→渋谷,,,必要,,
2022/10/17 22:56:59,2022/10/17,支出,,860,食品,paypay,飲食店,,夕食,,,なくても良い,,
2022/10/17 11:33:10,2022/10/17,支出,,90,交通費,PASMO,ネット,,駐輪場,,,必要,,
2022/10/17 07:15:58,2022/10/17,支出,,429,交通費,PASMO,ネット,,坂戸から,,,必要,,
2022/10/17 21:49:25,2022/10/16,移動,,1980,交通費(経費),クレジットカード,その他,,高千穂大学往復,,,必要,ETCカード,
2022/10/16 23:09:36,2022/10/16,支出,,200,交通費,現金,その他,,駐車場,,,必要,,
2022/10/16 12:56:55,2022/10/16,支出,,560,食品,現金,飲食店,,昼食,,,必要,,
2022/10/16 08:26:56,2022/10/16,支出,,403,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/10/15 23:03:19,2022/10/15,支出,,235,食品,クレジットカード,コンビニ,,ソフトクリーム,,,必要,NL,
2022/10/15 13:10:34,2022/10/15,支出,,485,日用品,クレジットカード,ネット,,歯ブラシ,,,必要,デビュープラス,
2022/10/15 08:15:25,2022/10/15,支出,,579,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/12/02 20:35:46,2022/10/14,支出,,648,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/10/15 23:05:10,2022/10/14,移動,,691,交通費(経費),PASMO,その他,,高千穂大学へ,,,必要,,
2022/10/15 23:04:22,2022/10/14,支出,,140,食品,PASMO,自動販売機,,コーヒー,,,なくても良い,,
2022/10/14 10:55:10,2022/10/14,支出,,90,交通費,PASMO,ネット,,駐輪場,,,必要,,
2022/10/14 07:20:41,2022/10/14,移動,,10000,,クレジットカード,,,PASMOチャージ,,PASMO,,デビュープラス,
2022/10/13 12:57:35,2022/10/13,支出,,571,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/10/12 15:37:07,2022/10/12,支出,,800,車両費,クレジットカード,ネット,,ヘッドランプ1,,,必要,デビュープラス,
2022/10/12 15:35:30,2022/10/12,支出,,82,車両費,クレジットカード,その他,,6mmボルト,,,なくても良い,NL,
2022/10/12 15:35:06,2022/10/12,支出,,3796,便利アイテム,クレジットカード,その他,,ドン・キホーテ(靴･ペンチ),,,必要,NL,
2022/10/12 13:40:16,2022/10/12,支出,,3400,被服費,クレジットカード,その他,,ワークマン,,,必要,NL,
2022/10/12 13:19:33,2022/10/12,支出,,750,食品,クレジットカード,飲食店,,昼食,,,なくても良い,NL,
2022/10/11 08:24:28,2022/10/12,支出,,3278,サブスク,クレジットカード,ネット,,Adobe CC,,,必要,デビュープラス,
2022/12/02 20:34:47,2022/10/11,支出,,400,交通費,クレジットカード,その他,,三芳→川越,,,なくても良い,NL,
2022/10/12 15:37:34,2022/10/10,支出,,2269,車両費,amazonギフト,ネット,,ヘッドランプ2,,,必要,,
2022/10/12 15:36:35,2022/10/10,支出,,1199,車両費,クレジットカード,ネット,,バックランプ,,,必要,デビュープラス,
2022/10/10 21:38:21,2022/10/10,支出,,1276,食品,paypay,飲食店,,雷豚,,,必要,,
2022/10/10 09:30:09,2022/10/10,支出,,402,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/10/12 15:38:21,2022/10/09,支出,,565,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/10/09 11:52:09,2022/10/09,支出,,1305,便利アイテム,amazonギフト,ネット,,M-Teck,,,必要,,
2022/12/02 20:29:58,2022/10/08,支出,,4560,車両費,クレジットカード,その他,,ガソリン,,,必要,NL,
2022/11/01 18:41:54,2022/10/08,支出,,846,交通費,PASMO,その他,,春日部へ,,,必要,,
2022/10/15 23:08:12,2022/10/08,移動,,159000,,現金,,,預け入れ,,ゆうちょ,,,
2022/10/12 15:39:07,2022/10/08,支出,,9445,車両費,クレジットカード,その他,,イエローハット(スマホホルダ･掃除セット),,,必要,NL,
2022/10/09 11:52:44,2022/10/08,支出,,2166,車両費,amazonギフト,ネット,,車ルームライト,,,必要,,
2022/10/09 00:05:57,2022/10/08,支出,,440,日用品,現金,その他,,ダイソー,,,必要,,
2022/10/08 12:35:06,2022/10/08,支出,,454,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/10/07 13:43:33,2022/10/07,支出,,492,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/10/07 09:55:47,2022/10/07,支出,,429,交通費,PASMO,ネット,,坂戸へ,,,必要,,
2022/10/07 07:39:19,2022/10/07,支出,,90,交通費,PASMO,ネット,,駐輪場,,,必要,,
2022/11/01 18:43:40,2022/10/06,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/11/01 18:42:48,2022/10/06,支出,,168,交通費,PASMO,その他,,川越→ふじみ野,,,必要,,
2022/10/06 12:51:31,2022/10/06,支出,,689,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/10/06 08:31:45,2022/10/06,支出,,429,交通費,PASMO,ネット,,坂戸へ,,,必要,,
2022/10/05 15:50:52,2022/10/05,収入,,47500,FX,,,,FX口座から,,楽天銀行,,,
2022/10/05 16:13:38,2022/10/03,支出,,251,交通費,PASMO,その他,,霞ヶ関から,,,必要,,
2022/10/04 23:27:52,2022/10/03,収入,,142822,,,,,2022年09月分給料_SP,,現金,,,
2022/10/04 23:26:42,2022/10/03,収入,,14269,,,,,2022年09月分交通費,,現金,,,
2022/10/03 09:35:16,2022/10/03,支出,,196,日用品,クレジットカード,ネット,,油性超極細ペン,,,必要,デビュープラス,
2022/10/03 08:44:57,2022/10/03,支出,,429,交通費,PASMO,ネット,,坂戸へ,,,必要,,
2022/10/03 07:08:17,2022/10/03,支出,,90,交通費,PASMO,ネット,,駐輪場,,,必要,,
2022/10/31 20:44:16,2022/10/02,移動,,577,交通費(経費),PASMO,その他,,西武球場前→ふじみ野,,,必要,,
2022/10/31 20:43:51,2022/10/02,移動,,755,交通費(経費),PASMO,その他,,坂戸→西武球場前,,,必要,,
2022/10/31 20:43:19,2022/10/02,支出,,429,交通費,PASMO,その他,,坂戸へ,,,必要,,
2022/10/02 20:53:28,2022/10/02,支出,,201,食品,クレジットカード,スーパー・小売,,ファミチキ,,,なくても良い,NL,
2022/10/02 20:52:26,2022/10/02,支出,,440,日用品,クレジットカード,その他,,コピックマルチライナー,,,なくても良い,NL,
2022/10/02 12:32:06,2022/10/02,支出,,527,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/10/01 18:55:02,2022/10/01,支出,,132,日用品,クレジットカード,その他,,超極細ペン,,,必要,NL,
2022/10/01 18:04:13,2022/10/01,収入,,500,,,,,田中さんから,,現金,,,
2022/10/01 17:14:27,2022/10/01,支出,,210,食品,クレジットカード,コンビニ,,コーヒー,,,なくても良い,NL,
2022/10/01 16:04:13,2022/10/01,支出,,80,日用品,amazonギフト,ネット,,超極細ペン,,,必要,,
2022/10/01 13:50:00,2022/10/01,支出,,641,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/10/01 08:44:31,2022/10/01,支出,,429,交通費,PASMO,ネット,,坂戸から,,,必要,,
2022/10/01 06:55:14,2022/10/01,支出,,90,交通費,PASMO,ネット,,駐輪場,,,必要,,
2022/10/01 06:36:17,2022/10/01,支出,,429,交通費,PASMO,ネット,,坂戸へ,,,必要,,
2022/10/05 16:00:58,2022/09/30,移動,,6,,,,,楽天銀行 調整,,楽天銀行,,,
2022/10/05 15:55:10,2022/09/30,移動,,161,,ゆうちょ,,,ゆうちょ調整,,,,,
2022/10/05 15:50:22,2022/09/30,支出,,50165,FX,ゆうちょ,ネット,,FX口座へ,,,なくても良い,,
2022/10/01 02:46:22,2022/09/30,支出,,960,食品,現金,飲食店,,五葉,,,必要,,
2022/09/30 20:30:33,2022/09/30,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/30 01:44:23,2022/09/29,支出,,168,交通費,PASMO,その他,,川越から,,,必要,,
2022/09/30 01:44:02,2022/09/29,支出,,429,交通費,PASMO,その他,,坂戸へ,,,必要,,
2022/09/29 21:27:22,2022/09/29,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/29 20:50:09,2022/09/29,支出,,840,食品,paypay,飲食店,,夕食,,,必要,,
2022/09/29 18:46:14,2022/09/29,支出,,4580,PC・スマホ関連,クレジットカード,ネット,,CIO充電器,,,なくても良い,デビュープラス,
2022/09/29 15:19:38,2022/09/29,支出,,4180,PC・スマホ関連,amazonギフト,ネット,,USBハブ,,,なくても良い,,
2022/09/29 15:14:02,2022/09/29,移動,,10000,,,,,amazonギフト券チャージ,,amazonギフト,,,
2022/09/29 15:13:39,2022/09/29,移動,,9000,,ゆうちょ,,,amazonギフト券登録,,,,,
2022/09/28 21:50:52,2022/09/28,支出,,473,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/09/28 21:50:17,2022/09/28,支出,,429,交通費,PASMO,その他,,坂戸から,,,必要,,
2022/09/28 20:40:02,2022/09/28,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/28 20:39:56,2022/09/28,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/27 21:15:52,2022/09/27,移動,,577,交通費(経費),PASMO,その他,,西武球場前→ふじみ野,,,必要,,
2022/09/27 21:15:39,2022/09/27,移動,,755,交通費(経費),PASMO,その他,,坂戸→西武球場前,,,必要,,
2022/09/27 21:15:29,2022/09/27,支出,,429,交通費,PASMO,その他,,坂戸へ,,,必要,,
2022/09/27 21:14:59,2022/09/27,支出,,689,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/09/27 21:14:21,2022/09/27,支出,,118,食品,クレジットカード,コンビニ,,おやつ,,,なくても良い,NL,
2022/09/27 19:27:48,2022/09/27,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/10/05 15:51:53,2022/09/26,移動,,41480,,ゆうちょ,,,デビュープラス支払い,,,,,
2022/10/05 15:51:31,2022/09/26,移動,,24631,,ゆうちょ,,,NL支払い,,,,,
2022/09/30 12:10:10,2022/09/26,支出,,250,サブスク,クレジットカード,ネット,,amazon Prime,,,必要,デビュープラス,
2022/09/25 23:15:41,2022/09/25,支出,,336,交通費,PASMO,その他,,川越往復,,,必要,,
2022/09/25 21:21:46,2022/09/25,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/25 20:47:57,2022/09/25,支出,,3000,食品,現金,スーパー・小売,,飲み会,,,なくても良い,,
2022/09/24 08:00:20,2022/09/24,支出,,364,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/09/23 20:59:13,2022/09/23,移動,,10000,,クレジットカード,,,PASMOチャージ,,PASMO,,デビュープラス,
2022/09/23 20:55:57,2022/09/23,支出,,160,食品,PASMO,コンビニ,,朝ごはん,,,なくても良い,,
2022/09/23 20:55:25,2022/09/23,移動,,1014,交通費(経費),PASMO,その他,,さいたま新都心往復,,,必要,,
2022/09/23 17:41:01,2022/09/23,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/23 17:37:54,2022/09/23,支出,,118,食品,クレジットカード,コンビニ,,おやつ,,,なくても良い,NL,
2022/09/22 21:03:08,2022/09/22,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/22 21:03:03,2022/09/22,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/21 19:23:45,2022/09/21,支出,,50165,FX,ゆうちょ,ネット,,FX口座へ,,,なくても良い,,
2022/09/21 17:45:24,2022/09/21,移動,,32,,,,,PASMO調整,,PASMO,,,
2022/09/21 17:38:33,2022/09/21,移動,,97,,,,,paypay調整,,paypay,,,
2022/09/21 17:37:19,2022/09/21,移動,,696,,,,,現金調整,,現金,,,
2022/09/21 16:59:42,2022/09/21,支出,,923,雑費,ゆうちょ,ネット,,Stage CL フェーダー,,,なくても良い,,
2022/09/21 11:16:01,2022/09/21,支出,,660,趣味・娯楽,クレジットカード,ネット,,空月の祝福,,,なくても良い,デビュープラス,
2022/09/21 11:15:38,2022/09/21,支出,,1220,趣味・娯楽,クレジットカード,ネット,,天空紀行,,,なくても良い,デビュープラス,
2022/09/21 11:08:56,2022/09/21,支出,,622,食品,クレジットカード,コンビニ,,おやつ,,,なくても良い,NL,
2022/09/21 11:08:31,2022/09/21,支出,,559,食品,paypay,スーパー・小売,,昼食,,,必要,,
2022/09/21 10:35:40,2022/09/21,支出,,2600,車両費,現金,その他,,車庫証明,,,必要,,
2022/09/21 10:35:17,2022/09/21,支出,,200,雑費,現金,その他,,印鑑証明書,,,必要,,
2022/09/21 17:13:55,2022/09/20,移動,,577,交通費(経費),PASMO,その他,,西武球場前→ふじみ野,,,必要,,
2022/09/21 17:11:30,2022/09/20,移動,,755,交通費(経費),PASMO,その他,,坂戸→西武球場前,,,必要,,
2022/09/21 17:10:01,2022/09/20,支出,,429,交通費,PASMO,その他,,坂戸へ,,,必要,,
2022/09/20 19:29:28,2022/09/20,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/20 19:01:06,2022/09/20,移動,,5000,,ゆうちょ,,,paypayチャージ,,paypay,,,
2022/09/20 18:58:27,2022/09/20,支出,,1110,食品,paypay,飲食店,,夕食,,,なくても良い,,
2022/09/25 11:30:18,2022/09/19,支出,,619,サブスク,クレジットカード,ネット,,Youtube Premium,,,なくても良い,デビュープラス,
2022/09/21 17:28:08,2022/09/19,移動,,429,交通費(経費),PASMO,その他,,上福岡→坂戸,,,必要,,
2022/09/21 17:27:40,2022/09/19,移動,,514,交通費(経費),PASMO,その他,,西武球場前→上福岡,,,必要,,
2022/09/21 17:26:57,2022/09/19,移動,,577,交通費(経費),PASMO,その他,,ふじみ野→西武球場前,,,必要,,
2022/09/21 17:04:16,2022/09/19,移動,,220,,ゆうちょ,,,手数料,,,,,
2022/09/21 17:03:40,2022/09/19,支出,,3300,車両費,現金,その他,,書類作成料,,,必要,,
2022/09/21 17:03:21,2022/09/19,支出,,7700,車両費,現金,その他,,初回保証料,,,必要,,
2022/09/21 17:03:04,2022/09/19,支出,,7700,車両費,現金,その他,,仲介手数料,,,必要,,
2022/09/21 17:02:44,2022/09/19,支出,,7700,車両費,現金,その他,,駐車場10月,,,必要,,
2022/09/21 17:02:19,2022/09/19,支出,,2566,車両費,現金,その他,,駐車場9月,,,必要,,
2022/09/21 17:00:50,2022/09/19,移動,,30000,,ゆうちょ,,,引き出し,,現金,,,
2022/09/19 19:29:09,2022/09/19,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/19 16:43:05,2022/09/19,支出,,269,食品,paypay,コンビニ,,昼食,,,必要,,
2022/09/19 00:14:27,2022/09/19,支出,,396,食品,クレジットカード,コンビニ,,軽食,,,必要,NL,
2022/09/21 17:40:13,2022/09/18,移動,,168,交通費(経費),PASMO,その他,,志木へ,,,必要,,
2022/09/18 20:58:46,2022/09/18,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/18 07:32:47,2022/09/18,支出,,324,食品,クレジットカード,コンビニ,,昼食,,,なくても良い,NL,
2022/09/21 17:40:43,2022/09/17,支出,,251,交通費,PASMO,その他,,霞ヶ関へ,,,必要,,
2022/09/17 22:58:20,2022/09/17,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/17 16:59:35,2022/09/17,支出,,245,食品,クレジットカード,コンビニ,,軽食,,,必要,NL,
2022/09/17 07:13:43,2022/09/16,移動,,1068,交通費(経費),PASMO,その他,,渋谷往復,,,必要,,
2022/09/16 19:25:08,2022/09/16,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/16 19:24:50,2022/09/16,支出,,682,趣味・娯楽,paypay,その他,,コナン102巻,,,なくても良い,,
2022/09/16 08:30:58,2022/09/16,支出,,250,食品,paypay,飲食店,,コーヒー,,,なくても良い,,
2022/09/15 23:18:11,2022/09/15,移動,,1069,交通費(経費),PASMO,その他,,渋谷往復,,,必要,,
